"order";"id";"TRANSECT NAME";"OBSRVR";"COUNTY";"DATE";"TIME START";"TIME FINISH";"START CORNER";"MOVEMENT DIRECTION FROM START";"START FROM SE-CORNER CLOCKWISE";"DISTANCE COVERED";"ACTUAL TRANSECT LENGTH";"COUNT_YEAR";"DATE DIFFERENCE TO LAST COUNT (+/- DAYS)";"YEARS FROM LAST COUNT";"SAME OBSERVER THAN LAST TIME?";"Imetajad loetud y/n";"INFO1";"INFO2";"ATLAS_SQUARE";"I";"SELGITUSTÖÖ"
"267";"34";"Võivaku";"Riho Männik";"Viljandi";;"05:10";"09:05";;"NW-NE";;"4,00";"4,00";"2006";;;;"unknown";;;"ME1580";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"268";"35";"Nilbõ";"Mati Martinson";"Võru";"2007-06-03";"04:40";"08:45";;"NE-NW";;"4,00";"4,00";"2007";;;;"unknown";;;"ME9000";"I";
"269";"36";"Vägeva";"Renno Nellis";"Jõgeva";"2004-05-28";;;;;;"4,00";"4,00";"2004";;;;"unknown";;;"MF5525";"I";
"270";"37";"Mullavere";"Riho Kinks";"Jõgeva";"2008-06-06";"04:05";"06:25";;;;"4,00";"4,00";"2008";;;;"unknown";;;"ME7095";"I";
"271";"38";"Himmiste";"Renno Nellis";"Põlva";"2008-06-04";"04:20";"07:40";;"NW-NE";;"4,00";"4,00";"2008";;;;"unknown";;;"NE1025";"I";
"272";"39";"Pikkjärve";"Tarmo Evestus";"Põlva";"2006-05-31";"05:20";"07:50";;"NW-NE";;"4,00";"4,00";"2006";;;;"unknown";;;"ME7535";"I";
"273";"40";"Pikareinu";"Tarmo Evestus";"Põlva";"2006-06-04";"04:55";"07:30";;"NW-NE";;"4,00";"4,00";"2006";;;;"unknown";;;"ME8040";"I";
"274";"41";"Rahinge";"Asko Lõhmus";"Tartu";"2004-06-04";"05:40";"08:30";;"NE-NW";;"4,00";"4,00";"2004";;;;"unknown";;;"ME7570";"I";
"275";"42";"Järni";"Rein Nellis";"Lääne-Viru";"2006-06-14";"04:30";"07:00";;"NW-NE";;"4,00";"4,00";"2006";;;;"unknown";;;"MF5570";"I";
"276";"43";"Suru";"Renno Nellis";"Harju";"2004-05-29";;;;;;;"4,00";"2004";;;;"unknown";"loeti nihutatud transekti";;"MF3080";"I";
"277";"44";"Kesknõmme";"Renno Nellis";"Saare";"2005-06-09";"05:00";"08:15";;;;"3,40";"4,00";"2005";;;;"unknown";"Kirdenurgas jääb ca 600 m transektist mere alla";;"EK6075";"I";
"278";"45";"Viitka";"Mati Martinson";"Võru";"2007-06-02";"05:00";"09:00";;"NE-NW";;"4,00";"4,00";"2007";;;;"unknown";;;"ND2090";"I";
"279";"46";"Tornimäe";"Hannes Pehlak";"Saare";"2008-06-06";"06:40";"10:20";;;;"4,00";"4,00";"2008";;;;"unknown";;;"FK2085";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"280";"47";"Murru";"Renno Nellis";"Jõgeva";"2006-05-26";"04:50";"07:50";;;;"4,00";"4,00";"2006";;;;"unknown";;;"MF9015";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"281";"48";"Pärnassaare";"Indrek Tammekänd";"Ida-Viru";"2006-05-31";;;;;;"4,00";"4,00";"2006";;;;"unknown";;;"NF1055";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"282";"49";"Kõima";"Indrek Tammekänd";"Pärnu";"2004-05-31";"05:00";"09:00";;"NW-NE?";;"4,00";"4,00";"2004";;;;"unknown";;;"LE3570";"I";
"283";"50";"Varessaare";"Indrek Tammekänd";"Ida-Viru";"2006-05-30";;;;;;"4,00";"4,00";"2006";;;;"unknown";;;"NF0560";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"284";"51";"Laagri";"Aarne ja Eet Tuule";"Harju";"2005-05-30";"04:15";"08:40";;;;"4,00";"4,00";"2005";;;;"unknown";"nurgad";;"LF6575";"I";
"285";"52";"Valuste";"Hannes Pehlak";"Lääne";"2006-06-13";"05:00";"08:40";;;;"4,00";"4,00";"2006";;;;"unknown";;;"???";"I";
"286";"53";"Isabella";"Ülo Väli";"Hiiumaa";"2004-05-27";"04:30";"08:20";;"NW-NE";;"4,00";"4,00";"2004";;;;"unknown";;;"EL8535/EL8530";"I";
"287";"54";"Lohu";"Renno Nellis";"Rapla";"2005-06-07";"05:20";"09:35";;;;"4,00";"4,00";"2005";;;;"unknown";;;"LF7050";"I";
"288";"55";"Aruküla";"Renno Nellis";"Lääne-Viru";"2006-06-03";"05:20";"06:20";;"NE-NW";;"2,26";"4,00";"2006";;;;"unknown";;;"MF7060";"I";
"289";"56";"Tutermaa";"Aarne ja Eet Tuule";"Harju";"2004-05-26";"04:00";"09:15";;;;"4,00";"4,00";"2004";;;;"unknown";"nurgad";;"LF5575";"I";
"290";"57";"Pillardi";"Renno Nellis";"Võru";"2007-06-03";"05:00";"08:20";;"NW-NE";;"4,00";"4,00";"2007";;;;"unknown";"nihutatud!!!";"tundub nihutamata – vaatlused kantud ette antud kaardile";"MD9585";"I";
"291";"58";"Kiratsi";"Rein Nellis";"Saare";"2005-06-08";"05:15";"08:15";;"NE-NW";;"4,00";"4,00";"2005";;;;"unknown";"nurgad";;"EK9065";"I";
"292";"59";"Päinurme";"Renno Nellis";"Järva";"2007-06-08";"05:00";"07:30";;"NE-NW";;"4,00";"4,00";"2007";;;;"unknown";;;"MF3515";"I";
"293";"60";"Sultsi";"Renno Nellis";"Viljandi";"2008-06-03";"05:00";"07:40";;"NE-NW";;"4,00";"4,00";"2008";;;;"unknown";;;"ME1550/ME1555";"I";
"294";"61";"Utsali";"Asko Lõhmus";"Jõgeva";;;;;"NW-NE";;"3,55";"4,00";"2004";;;;"unknown";"nihutada";;"ME5085";"I";"Selgitada, kas 2004 loendati nihutamata transekt. Kui jah, nihutatud transektile tuleb anda uus ID ja käsitleda uue transektina."
"295";"62";"Laimjala";"Hannes Pehlak";"Saare";"2006-05-31";"05:00";"08:50";;;;"4,00";"4,00";"2006";;;;"unknown";"nurgad";;"FK1575";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"296";"63";"Vihtra";"Margus Ellermaa";"Pärnu";"2008-05-25";"04:20";"07:25";;;;"4,00";"4,00";"2008";;;;"unknown";;;"LE8090/LE8095";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"297";"64";"Anna";"Eerik Leibak";"Järva";"2005-06-14";"04:00";"08:15";;"NE-NW";;"4,00";"4,00";"2005";;;;"unknown";;;"MF2040";"I";
"298";"65";"Ratva";"Eerik Leibak";"Ida-Viru";"2006-05-30";"06:00";"10:45";;"NW-NE";;"4,00";"4,00";"2006";;;;"unknown";;;"NF1060";"I";
"299";"66";"Vao";"Sven Aun ja Mati Salumäe";"Lääne-Viru";"2006-06-10";"03:30";"07:15";;;;"4,00";"4,00";"2006";;;;"unknown";;;"MF5050";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"300";"67";"Rääma";"Indrek Tammekänd";"Pärnu";"2004-06-05";"05:00";"08:00";;"NW-NE?";;"4,00";"4,00";"2004";;;;"unknown";;;"LE5575";"I";
"301";"68";"Augjärv";"Rein Nellis";"Harju";"2004-05-29";;;;"NE-NW";;"4,00";"4,00";"2004";;;;"unknown";;;"MF3075";"I";
"302";"69";"Vesneri";"Rein Nellis";"Tartu";"2005-05-28";"04:50";"07:30";;"NE-NW";;"4,00";"4,00";"2005";;;;"unknown";;;"ME9075";"I";
"303";"70";"Paadenurme";"Renno Nellis";"Ida-Viru";"2006-06-04";"05:10";"08:10";;"NE-NW";;"4,00";"4,00";"2006";;;;"unknown";;;"MF9045";"I";
"304";"71";"Toku";"Tarmo Evestus";"Võru";"2004-06-05";"05:20";"07:45";;;;"4,00";"4,00";"2004";;;;"unknown";;;"ME6515";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"305";"72";"Puhja";"Asko Lõhmus";"Tartu";"2004-06-14";"04:10";"07:35";;"NE-NW";;"4,00";"4,00";"2004";;;;"unknown";;;"ME6065";"I";
"306";"73";"Kose";"Rein Nellis";"Võru";"2005-05-29";"05:15";"08:00";;"NE-NW";;"4,00";"4,00";"2005";;;;"unknown";;;"NE0005";"I";
"307";"74";"Esna";"Sven Aun ja Mati Salumäe";"Järva";"2007-06-04";"04:00";"07:50";;"NW-NE?";;"4,00";"4,00";"2007";;;;"unknown";;;"MF3030";"I";
"308";"75";"Laukna";"Renno Nellis";"Rapla";"2005-06-02";"04:30";"08:05";;;;"4,00";"4,00";"2005";;;;"unknown";"nihutatud!!!";"Vist mitte. Loendused märgitud ette antud kaardile, märkmed nihutamise kohta puuduvad";"LF3525/3530";"I";"Selgitada, kas 2005 loendati nihutamata transekt. Kui jah, nihutatud transektile tuleb anda uus ID ja käsitleda uue transektina."
"309";"76";"Aulepa";"Renno Nellis";"Lääne";"2005-05-31";"05:00";"08:30";;;;"4,00";"4,00";"2005";;;;"unknown";;;"FL4550";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"310";"77";"Lustivere";"Renno Nellis";"Jõgeva";"2005-05-26";"05:00";"08:40";;;;"4,00";"4,00";"2005";;;;"unknown";;;"MF4500";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"311";"78";"Tsirgu";"Renno Nellis";"Võru";"2007-06-02";"04:50";"07:20";;"NE-NW";;"4,00";"4,00";"2007";;;;"unknown";;;"NE2000";"I";
"312";"79";"Kiuma";"Tarmo Evestus";"Põlva";"2005-05-28";"05:30";"07:40";;"?";;"4,00";"4,00";"2005";;;;"unknown";;;"ME9530";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"313";"80";"Pataste";"Renno Nellis";"Jõgeva";"2004-06-02";"04:20";"07:50";;;;"4,00";"4,00";"2004";;;;"unknown";;;"ME8590";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"314";"81";"Puhatu";"Indrek Tammekänd";"Ida-Viru";"2006-05-29";;;;;;"4,00";"4,00";"2006";;;;"unknown";;;"NF4060";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"315";"82";"Mustla";"Renno Nellis";"Järva";"2006-06-10";"04:50";"07:20";;"NW-NE";;"4,00";"4,00";"2006";;;;"unknown";;;"MF1045";"I";
"316";"83";"Lehtse";"Eerik Leibak";"Järva";"2008-06-05";"04:15";"08:30";;"NW-NE";;"4,00";"4,00";"2008";;;;"unknown";;;"MF3065";"I";
"317";"84";"Vändra";"Margus Ellermaa";"Pärnu";"2008-05-24";"04:20";"07:40";;;;"4,00";"4,00";"2008";;;;"unknown";;;"LF8500";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"318";"85";"Tähtvere";"Raul Rosenvald";"Tartu";;;;;"NE-NW";;"4,00";"4,00";"2005";;;;"unknown";;;"ME8070";"I";
"319";"86";"Kiisa";"Margus Ellermaa";"Viljandi";"2008-05-31";"04:10";"07:40";;;;"4,00";"4,00";"2008";;;;"unknown";;;"ME0560";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"320";"87";"Väikemõisa";"Riho Männik";"Viljandi";;"05:05";"08:00";;"NW-NE";;"3,80";"4,00";"2006";;;;"unknown";"nihutada";;"ME2070";"I";"Selgitada, kas 2006 loendati nihutamata transekt. Kui jah, nihutatud transektile tuleb anda uus ID ja käsitleda uue transektina."
"321";"88";"Nätsi";"Inz";"Pärnu";;"04:30";"08:00";;;;"4,00";"4,00";"2008";;;;"unknown";"nurgad";;"FK7085/LE2585";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"322";"89";"Muusika";"Aarne ja Eet Tuule";"Harju";"2008-05-25";"04:15";"09:05";;;;"4,00";"4,00";"2008";;;;"unknown";"nurgad";;"LF5065/LF5565";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"323";"90";"Hellamaa";"Hannes Pehlak";"Saare";"2005-06-05";"05:40";"10:20";;;;"4,00";"4,00";"2005";;;;"unknown";;;"FK3595";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"324";"91";"Vanaveski";"Margus Ellermaa";"Viljandi";"2008-05-30";"04:10";"08:25";;;;"4,00";"4,00";"2008";;;;"unknown";;;"ME0070";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"325";"92";"Sinalepa";"Hannes Pehlak";"Lääne";"2005-06-09";"05:10";"09:30";;;;"4,00";"4,00";"2005";;;;"unknown";;;"FL4520";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"326";"93";"Kiviküla";"Tarmo Evestus";"Valga";"2007-05-31";"05:00";"08:00";;"NE-NW";;"4,00";"4,00";"2007";;;;"unknown";;;"ME4520";"I";
"327";"94";"Särgla";"Rein Nellis";"Tartu";"2004-06-02";;;;"NE-NW";;"3,89";"4,00";"2004";;;;"unknown";;;"ME9090/ME9095";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"328";"95";"Järveküla";"Tarmo Evestus ja Margit Turb";"Tartu";"2008-06-04";"04:30";"06:45";;"NW-NE?";;"4,00";"4,00";"2008";;;;"unknown";;;"pms ME5060";"I";
"329";"96";"Rääka";"Riho Männik";"Viljandi";"2006-06-03";"05:00";"08:50";;"NW-NE";;"4,00";"4,00";"2006";;;;"unknown";;;"ME0590";"I";
"330";"97";"Ülenurme";"Riho Kinks";"Tartu";"2008-06-02";"04:25";"08:50";;;;"3,63";"4,00";"2008";;;;"unknown";"transektile ehitatud asulat ei loetud, mistõttu loendus lühem kui 4 km";;"ME9530";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"331";"98";"Piibe";"Rein Nellis";"Lääne-Viru";"2004-05-28";;;;"NE-NW";;"4,00";"4,00";"2004";;;;"unknown";;;"MF5030";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"332";"99";"Võtikvere";"Eerik Leibak";"Jõgeva";"2008-06-01";"04:30";"09:30";;"NW-NE";;"4,00";"4,00";"2008";;;;"unknown";;;"MF9025";"I";
"333";"100";"Vätta";"Mati Martinson";"Saare";"2006-05-31";"06:30";"09:30";;"NE-NW";;"4,00";"4,00";"2006";;;;"unknown";"nurgad";;"FK0055";"I";
"334";"101";"Kureküla";"Tarmo Evestus ja Margit Turb";"Tartu";"2008-06-05";"05:15";"07:45";;;;"4,00";"4,00";"2008";;;;"unknown";;;"ME4555/ME5055";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"335";"102";"Pilpa";"Tarmo Evestus ja Ain Nurmla";"Valga";"2007-05-24";"05:20";"08:45";;"NW-NE";;"4,00";"4,00";"2007";;;;"unknown";;;"ME1530";"I";
"336";"103";"Soodla";"Eerik Leibak";"Harju";"2006-06-02";"04:45";"08:15";;"NW-NE";;"4,00";"4,00";"2006";;;;"unknown";;;"MF1580";"I";
"337";"104";"Kaukvere";"Eerik Leibak";"Ida-Viru";"2007-06-06";"06:15";"11:00";;"NW-NE";;"4,00";"4,00";"2007";;;;"unknown";;;"MF9555";"I";
"338";"105";"Rae";"Jaak Tammekänd";"Pärnu";"2004-06-06";"05:40";"09:50";;"NW-NE?";;"4,00";"4,00";"2004";;;;"unknown";;;"LE7040";"I";
"339";"106";"Kloostri";"Hannes Pehlak";"Lääne";"2007-06-03";"05:20";"09:00";;"???";;"4,00";"4,00";"2007";;;;"unknown";;;"FL6515";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"340";"107";"Kõrvenurga";"Renno Nellis";"Harju";"2006-06-09";"06:15";"08:40";;"NW-NE";;"2,82";"4,00";"2006";;;;"unknown";;;"MF0550";"I";
"341";"108";"Auvere";"Eerik Leibak";"Ida-Viru";"2007-06-04";"05:00";"10:00";;"NW-NE";;"4,00";"4,00";"2007";;;;"unknown";;;"NF5075";"I";
"342";"109";"Vätse";"Renno Nellis";"Lääne";"2005-06-05";"05:10";"07:50";;;;"4,00";"4,00";"2005";;;;"unknown";;;"FL5025";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"343";"110";"Rimmu";"Margus Ellermaa";"Viljandi";"2008-05-29";"04:00";"08:15";;;;"4,00";"4,00";"2008";;;;"unknown";"Transekti nihutatud 1 km N";;"ME0555";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"344";"111";"Hiiemetsa";"Eerik Leibak";"Ida-Viru";"2007-06-05";"05:15";"10:00";;;;"4,00";"4,00";"2007";;;;"unknown";;;;"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"345";"112";"Kiidjärve";"Tarmo Evestus";"Põlva";"2005-06-07";"05:20";"08:30";;;;"4,00";"4,00";"2005";;;;"unknown";;;"ME9540";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"346";"113";"Ädu";"Tarmo Evestus";"Valga";"2004-06-04";"05:15";"07:30";;;;"4,00";"4,00";"2004";;;;"unknown";;;"ME5030/ME5530";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"347";"114";"Riisselja";"Indrek Tammekänd";"Pärnu";"2007-06-05";"05:00";"08:00";;;;"4,00";"4,00";"2007";;;;"unknown";;;"LE7055";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"348";"115";"Seliküla";"Sven Aun ja Mati Salumäe";"Järva";"2007-06-02";"04:00";"07:10";;"NW-NE?";;"4,00";"4,00";"2007";;;;"unknown";;;"MF3045";"I";
"349";"116";"Melliste";"Riho Kinks";"Tartu";"2006-06-04";;;;;;"4,16";"4,00";"2006";;;;"unknown";"nihutatud!!!";;"NE0060";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"350";"117";"Lümandu";"Renno Nellis";"Rapla";"2007-05-25";"04:30";"07:30";;"NW-NE";;"4,00";"4,00";"2007";;;;"unknown";;;"LF6060";"I";
"351";"118";"Kotkapesa";"Jaak Tammekänd";"Pärnu";"2007-06-05";;;;;;"4,00";"4,00";"2007";;;;"unknown";;;"LE5555";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"352";"119";"Krootuse";"Tarmo Evestus";"Põlva";"2006-06-10";"04:45";"07:40";;"NE-NW";;"4,00";"4,00";"2006";;;;"unknown";;;"ME8535";"I";
"353";"120";"Luime";"Renno Nellis";"Harju";"2007-06-04";"04:50";"07:20";;"NW-NE";;"4,00";"4,00";"2007";;;;"unknown";;;"LF8580";"I";
"354";"121";"Lahemaa";"Renno Nellis";"Harju";"2005-06-14";"05:40";"06:55";;;;"1,50";"4,00";"2005";;;;"unknown";"ilm läheb tuuliseks ja loendus jääb pooleli";;"Aasumetsa";"I";"meta-andmeid vaja kontrollida töökaardilt/loendajalt"
"355";"122";"Kobru";"Renno Nellis";"Harju";"2008-05-31";"05:00";"08:20";;"NW-NE";;"4,00";"4,00";"2008";;;;"unknown";;;;"I";
"356";"123";"Karusmaa";"Renno Nellis";"Rapla";"2008-06-01";"04:55";"08:20";;"NW-NE";;"4,00";"4,00";"2008";;;;"unknown";;;;"I";
"357";"124";"Luusika";;"Lääne-Viru";;;;;;;;"4,00";;;;;"unknown";;;;"I";
"358";"125";"Tuiu";"Rein Nellis";"Saare";"2008-06-08";"05:20";"09:20";;"NE-NW";;"4,00";"4,00";"2008";;;;"unknown";;;"Mustjala";"I";
"359";"001";"Allaste";"Margus Ellermaa";"Viljandi";"2024-05-26";"04:30";"07:40";;"päripäeva";"2100";"4,00";"4,00";"2024";"-2";"16";"yes";"y";"SW-nurgas jõgi mida ei ületaud. Transekt joonestati nurgas veidi ümber nagu 2008. Vaata töökaardilt.";;;"I";
"147";"002";"Lõopõllu";"Mati Martinson";"Saare";"2022-06-09";"05:30";"10:00";"SE 3650";"vastupäeva";"3650";"4,00";"4,00";"2022";"13";"17";"yes";"n";;;;"I";
"360";"003";"Rannapungerja";"Renno Nellis";"Ida-Viru";"2024-06-04";"04:45";"07:35";;"päripäeva";"1700";"4,00";"4,00";"2024";"6";"17";"yes";"n";;;;"I";
"361";"004";"Vahakulmu";"Pelle Mellov";"Lääne-Viru";"2024-06-11";"04:04";"07:38";;"päripäeva";"2000";"4,00";"4,00";"2024";"3";"17";"no";"n";;;;"I";
"148";"005";"Nurtu-nõlva";"Renno Nellis";"Rapla";"2021-06-11";"05:05";"07:45";"SE 550 m";"päripäeva";"550";"4,00";"4,00";"2021";;;;"n";;;;"I";
"362";"006";"Puujala";"Renno Nellis";"Ida-Viru";"2024-06-06";"05:05";"08:05";;"päripäeva";"1530";"4,00";"4,00";"2024";"-3";"20";"yes";"n";;;;"I";
"149";"007";"Saru";"Tarmo Evestus";"Võru";"2021-06-03";"05:00";"06:50";"NW";"päripäeva";"2000";"4,00";"4,00";"2021";"11";"16";"yes";"n";;;;"I";
"150";"008";"Piiri";"Riho Kinks";"Tartu";"2022-06-01";"04:35";"08:10";"NW 160 m";"päripäeva";"2160";"4,00";"4,00";"2022";"-2";"15";"yes";"n";;;;"I";
"363";"009";"Sonda";"Renno Nellis";"Ida-Viru";"2024-06-07";"05:25";"08:15";;"päripäeva";"50";"4,00";"4,00";"2024";"-6";"18";"no";"n";;;;"I";
"151";"010";"Vooru";"Liisi Peets";"Viljandi";"2021-06-06";"04:13";"07:47";"SE";"vastupäeva";"0";"4,00";"4,00";"2021";"-2";"14";"no";"n";;;;"I";
"152";"011";"Kääni";"Tarmo Evestus";"Tartu/Valga";"2021-05-29";"04:30";"07:20";"SE";"vastupäeva";"0";"4,00";"4,00";"2021";"-4";"17";"yes";"n";;;;"I";
"153";"012";"Kädva";"Renno Nellis";"Järva";"2023-05-25";"05:30";"08:45";"SE 800 m";"päripäeva";"800";"4,00";"4,00";"2023";"-2";"18";"yes";"n";;;;"I";
"154";"013";"Võmmorski";"Liisi Peets";"Võru";"2023-06-07";"04:36";"07:19";"SW";"vastupäeva";"1000";"4,00";"4,00";"2023";"2";"15";"no";"n";;;;"I";
"155";"014";"Kärde";"Liis Keerberg";"Jõgeva";"2023-06-07";"04:56";"08:53";"SW";"päripäeva";"1000";"4,00";"4,00";"2023";"4";"17";"no";"n";;;;"I";
"156";"015";"Kalana";"Liisi Peets";"Jõgeva";"2022-06-06";"04:38";"07:50";"5 SE";"päripäeva";"0";"4,00";"4,00";"2022";"11";"17";"no";"n";;;;"I";
"157";"016";"Ardu";"Annabel Runnel";"Harju";"2021-05-31";"04:45";"09:14";"SW 380 m";"päripäeva";"1380";"4,00";"4,00";"2021";"3";"16";"no";"y";;;;"I";
"158";"017";"Pugritsa";"Tarmo Evestus";"Valga";"2021-06-02";"04:30";"07:00";"NE";"päripäeva";"3000";"4,00";"4,00";"2021";"-10";"13";"yes";"n";;;;"I";
"364";"018";"Jõhvi";"Margus Pensa";"Ida-Viru";"2024-05-31";"03:37";"07:16";;"päripäeva";"3955";"4,00";"4,00";"2024";"-7";;"no";"n";;;;"I";"Eelmine loendus jäi pooleli/loeti ainult 800m"
"159";"019";"Kehra";"Eerik Leibak";"Harju";"2021-05-28";"04:30";"09:15";"SW 600";"vastupäeva";"600";"4,00";"4,00";"2021";"0";"16";"yes";"y";;;;"I";
"160";"020";"Sangla";"Riho Kinks";"Tartu";"2022-06-05";"04:20";"07:00";"SE";"vastupäeva";"0";"4,00";"4,00";"2022";"-2";"16";"yes";"n";"Kuupäev täpsustatud, töökaardil vale";;;"I";
"161";"021";"Feodori";"Tarmo Evestus";"Ida-Viru";"2022-06-07";"04:15";"06:10";"SE";"päripäeva";"0";"4,00";"4,00";"2022";"-3";"18";"no";"n";;;;"I";
